"","ID","Name","State","avg_temp","anomaly_1901.2000","Rank","Mean_1901.2000","fips"
"2945","WA-053","Pierce County","Washington","47.7","1.6",120,46.1,51730
"2946","WA-055","San Juan County","Washington","51.1","1.3",120,49.7,51735
"2947","WA-057","Skagit County","Washington","46.5","1.4",117,45.1,51740
"2948","WA-059","Skamania County","Washington","46.5","2",122,44.5,51750
"2949","WA-061","Snohomish County","Washington","46.9","1.2",115,45.7,51760
"2950","WA-063","Spokane County","Washington","47.9","2",120,45.9,51770
"2951","WA-065","Stevens County","Washington","45.6","1.5",115,44.1,51775
"2952","WA-067","Thurston County","Washington","51.3","1",109,50.3,51790
"2953","WA-069","Wahkiakum County","Washington","50.8","1.6",120,49.2,51800
"2954","WA-071","Walla Walla County","Washington","53.1","1.8",120,51.3,51810
"2955","WA-073","Whatcom County","Washington","45.1","1.6",120,43.5,51820
"2956","WA-075","Whitman County","Washington","49.8","1.9",119,47.9,51830
"2957","WA-077","Yakima County","Washington","47.5","2",121,45.5,51840
"2958","WV-001","Barbour County","West Virginia","53.5","2.8",122,50.7,53001
"2959","WV-003","Berkeley County","West Virginia","54.6","2.5",121,52.1,53003
"2960","WV-005","Boone County","West Virginia","55.8","1.7",122,54.1,53005
"2961","WV-007","Braxton County","West Virginia","55.1","2.1",122,53.1,53007
"2962","WV-009","Brooke County","West Virginia","52.5","1.8",121,50.7,53009
"2963","WV-011","Cabell County","West Virginia","56.5","1.9",121,54.5,53011
"2964","WV-013","Calhoun County","West Virginia","54.9","2",121,52.9,53013
"2965","WV-015","Clay County","West Virginia","55.4","1.9",121,53.5,53015
"2966","WV-017","Doddridge County","West Virginia","54.3","2.2",121,52,53017
"2967","WV-019","Fayette County","West Virginia","53.4","1.6",121,51.8,53019
"2968","WV-021","Gilmer County","West Virginia","55","2.2",121,52.8,53021
"2969","WV-023","Grant County","West Virginia","52.1","2.1",121,49.9,53023
"2970","WV-025","Greenbrier County","West Virginia","51.4","1.9",121,49.5,53025
"2971","WV-027","Hampshire County","West Virginia","53.5","1.9",121,51.6,53027
"2972","WV-029","Hancock County","West Virginia","51.6","1.3",118,50.4,53029
"2973","WV-031","Hardy County","West Virginia","53","2.1",121,50.9,53031
"2974","WV-033","Harrison County","West Virginia","54.4","2.6",121,51.9,53033
"2975","WV-035","Jackson County","West Virginia","55.3","1.8",121,53.5,53035
"2976","WV-037","Jefferson County","West Virginia","55","2.5",121,52.6,53037
"2977","WV-039","Kanawha County","West Virginia","56.1","1.7",122,54.3,53039
"2978","WV-041","Lewis County","West Virginia","54.9","2.6",122,52.3,53041
"2979","WV-043","Lincoln County","West Virginia","56.9","1.9",122,54.9,53043
"2980","WV-045","Logan County","West Virginia","56.3","1.6",121,54.7,53045
"2981","WV-047","McDowell County","West Virginia","54.6","1.5",121,53.1,53047
"2982","WV-049","Marion County","West Virginia","53.6","2",121,51.5,53049
"2983","WV-051","Marshall County","West Virginia","52.7","1.7",121,51,53051
"2984","WV-053","Mason County","West Virginia","55.1","1.2",120,53.8,53053
"2985","WV-055","Mercer County","West Virginia","52.5","1",115,51.5,53055
"2986","WV-057","Mineral County","West Virginia","53.5","1.7",121,51.8,53057
"2987","WV-059","Mingo County","West Virginia","56.8","1.6",121,55.2,53059
"2988","WV-061","Monongalia County","West Virginia","52.8","1.8",121,51,53061
"2989","WV-063","Monroe County","West Virginia","53.3","1.7",121,51.6,53063
"2990","WV-065","Morgan County","West Virginia","53.9","2.2",121,51.7,53065
"2991","WV-067","Nicholas County","West Virginia","52.9","2",121,51,53067
"2992","WV-069","Ohio County","West Virginia","52.6","1.9",121,50.6,53069
"2993","WV-071","Pendleton County","West Virginia","51.4","2.4",121,49.1,53071
"2994","WV-073","Pleasants County","West Virginia","54.3","2.1",120,52.2,53073
"2995","WV-075","Pocahontas County","West Virginia","48.5","1.7",121,46.8,53075
"2996","WV-077","Preston County","West Virginia","51","2.1",121,48.8,53077
"2997","WV-079","Putnam County","West Virginia","56.3","1.9",122,54.3,54001
