"","county_fips","DEMOCRAT","REPUBLICAN","LIBERTARIAN","total_votes","Perc_Dem","Perc_Rep","Perc_Lib"
"68",5001,2024,6684,210,8918,22.6956716752635,74.9495402556627,2.35478806907378
"69",5003,2502,8206,160,10868,23.0217151269783,75.5060728744939,1.47221199852779
"70",5005,5880,24414,886,31180,18.8582424631174,78.3001924310455,2.84156510583707
"71",5007,56672,117876,6576,181124,31.2890616373313,65.0802764956604,3.63066186700824
"72",5009,3958,20348,1066,25372,15.5998738767145,80.1986441746808,4.20148194860476
"73",5011,1460,3648,126,5234,27.8945357279327,69.6981276270539,2.40733664501337
"74",5013,562,2538,66,3166,17.7511054958939,80.1642451042325,2.08464939987366
"75",5015,5670,11734,654,18058,31.3988260050947,64.9795104662753,3.62166352862997
"76",5017,3306,3374,82,6762,48.8908606921029,49.8964803312629,1.21265897663413
"77",5019,4534,7370,306,12210,37.1334971334971,60.3603603603604,2.50614250614251
"78",5021,1396,6160,278,7834,17.8197600204238,78.6316058207812,3.548634158795
"79",5023,2684,16672,696,20052,13.3851984839418,83.1438260522641,3.47097546379414
"80",5025,760,4686,130,5576,13.6298421807747,84.038737446198,2.33142037302726
"81",5027,3504,8354,248,12106,28.9443251280357,69.0071039154139,2.04857095655047
"82",5029,3712,9296,424,13432,27.6354973198332,69.2078618225134,3.15664085765337
"83",5031,15764,37394,2008,55166,28.5755719102346,67.7845049487003,3.63992314106515
"84",5033,6250,27788,1320,35358,17.6763391594547,78.5904180100684,3.73324283047684
"85",5035,9998,10872,420,21290,46.9610145608267,51.066228276186,1.97275716298732
"86",5037,2158,7414,238,9810,21.9979612640163,75.5759429153925,2.42609582059123
"87",5039,1260,2732,116,4108,30.6718597857838,66.5043816942551,2.82375851996105
"88",5041,2592,3294,142,6028,42.9993364299934,54.6449900464499,2.35567352355674
"89",5043,3264,7050,178,10492,31.1094166984369,67.1940526115135,1.69653069004956
"90",5045,24514,52436,3052,80002,30.6417339566511,65.5433614159646,3.81490462738432
"91",5047,1784,8568,394,10746,16.6015261492648,79.7319932998325,3.66648055090266
"92",5049,1362,6238,336,7936,17.1622983870968,78.6038306451613,4.23387096774194
"93",5051,18324,45212,2372,65908,27.8023912119925,68.5986526673545,3.59895612065303
"94",5053,1718,10410,428,12556,13.6827014972921,82.9085696081555,3.40872889455241
"95",5055,4054,18100,858,23012,17.6168955327655,78.6546149834869,3.72848948374761
"96",5057,2386,6676,210,9272,25.7333908541846,72.0017256255393,2.2648835202761
"97",5059,4278,14720,734,19732,21.6805189539834,74.5996351104804,3.71984593553618
"98",5061,1722,5336,168,7226,23.8306116800443,73.8444505950733,2.32493772488237
"99",5063,3678,16650,714,21042,17.4793270601654,79.1274593669803,3.39321357285429
"100",5065,1442,7374,316,9132,15.790626368813,80.7490144546649,3.46035917652212
"101",5067,1976,5826,222,8024,24.6261216350947,72.6071784646062,2.7666999002991
"102",5069,18678,15140,614,34432,54.2460501858736,43.9707249070632,1.7832249070632
"103",5071,2916,10574,484,13974,20.8673250322027,75.669099756691,3.46357521110634
"104",5073,1264,2562,86,3912,32.3108384458078,65.4907975460123,2.19836400817996
"105",5075,1458,7384,310,9152,15.9309440559441,80.6818181818182,3.38723776223776
"106",5077,1912,1956,108,3976,48.0885311871227,49.1951710261569,2.71629778672032
"107",5079,1238,4080,148,5466,22.6491035492133,74.6432491767289,2.70764727405781
